SampleID,Q-001使用している,Q-002使用中のブランド(V),Q3_好きなところ(FA),Q4_嫌いなところ(FA),Q5_他に使用してみたいブランドの有無(V),Q5_2_他に使用してみたいブランド(V),Q6_理由(FA),Q7_年代(V),Q8_婚姻(V),Q9_ファンデーションのタイプ(V),Q10_購入場所(V),Q11_感じていること・要望など(FA)
1339,1,プラウディア,肌になじんでる気がする,特にありません,ない,,,30-34歳,未婚,クリームタイプ,ドラッグストア,特にありません
1340,1,花王ソフィーナ（メーカー),なじみ易い、使いやすい、高くない,自然派な感じがしない,ない,,,35-39歳,既婚（子供あり）,リキッドタイプ,ドラッグストア,コンパクトで伸びが良くてサラッとしていて、もちが良くて安価で素材のいいファンデーションが欲しいです。
1341,1,その他,肌に優しい,落ちやすい,ない,,,30-34歳,既婚（子供あり）,リキッドタイプ,ドラッグストア,肌に負担がかからないものが欲しい
1342,1,その他,伸びがよくてむらができない。,３種類を混ぜるのが面倒。,ない,,,40-49歳,既婚（子供なし）,リキッドタイプ,デパート,ナノのファンデーションを一度、使ってみたい。
1343,1,その他,無添加！,店頭ですぐに購入できない！,ない,,,30-34歳,既婚（子供あり）,パウダリータイプ,インターネット以外の通信販売,一日中、塗り替えなくても平気なものがいい
1344,1,レイシャス,最初に使ったのは矢田亜希子ちゃんがＣＭしているのを見たから。実際に使ってみると肌になじむし透明感があってつけ心地が良かった。,今までは特になかった。,ない,,,20-24歳,既婚（子供なし）,パウダリータイプ,ドラッグストア,もう少し色のバリエーションが豊富だと嬉しい。
1345,1,コスメデコルテ,容器の高級感。肌へのび。,価格が少々高い,ない,,,40-49歳,既婚（子供あり）,パウダリータイプ,デパート,もっと小さいサイズがあると嬉しい
1346,1,プラウディア,肌へのフィット感,なし,ない,,,25-29歳,未婚,パウダリータイプ,ドラッグストア,パウダリーやリキッドなどの使い分けがいまいち不明
1347,1,オルビス,伸びがいいところ,汗を拭くとハンカチにファンデーションがついてしまうところ,ない,,,40-49歳,既婚（子供なし）,リキッドタイプ,インターネット以外の通信販売,塗ったファンデーションが他につかないといいと思います。
1348,1,レイシャス,あまりテカらない,崩れやすい,ある,レヴュー,CMでひかれたから,20-24歳,未婚,パウダリータイプ,ドラッグストア,もう少し崩れにくいファンデーションがあればいいと思います
1349,1,資生堂（メーカー）,のりがよい,香料がきつい,ある,CHANEL,決め細やかにのりがよさそう,60歳以上,既婚（子供あり）,リキッドタイプ,大型スーパー,なかなか自分にあうのが見つけにくい
1350,1,マックスファクター（メーカー）,のびが良くつけやすい,カバー力があまりない,ある,レヴュー,ＣＭが魅力的,25-29歳,既婚（子供あり）,パウダリータイプ,大型スーパー,なかなか自分に合ったものが見つかりません
1351,1,ルティーナ,うすづきで自然なところ,少しべたつく,ある,その他,今のファンデが少し不満だから,50-59歳,既婚（子供あり）,リキッドタイプ,ドラッグストア,さらっとしていてうす付きなのにカバー力がある
1352,1,その他,色味、血色がよく見える、肌の透明感、くすみが消える,瓶が長方形なので薄型ポーチに少しだけの時に邪魔。,ある,SK-Ⅱ,友達が絶賛しているので。,25-29歳,未婚,リキッドタイプ,その他,移動中にパウダーが粉砕されたとき、飛び散りすぎて、化粧品全部を捨てたくなる。散らないようなパウダーファンデーションはないのでしょうか？
1353,1,その他,綺麗な仕上がりで毛穴落ちしない。,ややカバー力に乏しい。値段が高い。,ある,その他,サンプルを試したらよかったので。,30-34歳,未婚,パウダリータイプ,デパート,いつも使いきれなくて浮気して違うものに移ってしまうことが多いので、容量を少なくしていただきたい。
1354,1,その他,きめが細かい、ソフト。,なし。,ない,,,40-49歳,既婚（子供あり）,パウダリータイプ,その他,なし。
1355,1,ファンケル,さっぱりしている。手軽に使える。,減りが早い,ある,その他,以前に使用していた物との違いを知りたい,40-49歳,既婚（子供あり）,パウダリータイプ,インターネット以外の通信販売,肌に優しく崩れにくい物
1356,1,クリニーク,ブランド的に良さそう,特になし,ある,CHANEL,なんとなく,25-29歳,既婚（子供あり）,パウダリータイプ,デパート,とくになし
1357,1,その他,さらさらしている,とくになし,ない,,,25-29歳,未婚,パウダリータイプ,ドラッグストア,とくになし
1358,1,その他,ハイビジョン対応というだけあって粒子が細かく、崩れない。,価格が高い、色の種類が少ない,ある,SK-Ⅱ,高級品だけに質もよさそうだから。,35-39歳,既婚（子供あり）,リキッドタイプ,ブランド専門のインターネット通信販売,季節によって微妙に肌の色が変わるので、ファンデーションも変えたいけれども、なくならないともったいなくて使い続けてしまう。少量入りでワンシーズン安い、使いきりタイプの製品がほしい。コンパクトも薄くして小さいバッグにも入りやすくなって外出用に便利と思います。
1359,1,その他,乗りが良い。,特になし。,ない,,,60歳以上,既婚（子供あり）,パウダリータイプ,その他,肌への副作用なし商品のこと。
1360,1,その他,肌アレがあっても綺麗にカバーでき、つるんと光るような仕上がりになる。,特になし。,ある,SK-Ⅱ,ＣＭで良さそうな感じがしたから。,40-49歳,既婚（子供あり）,リキッドタイプ,インターネット以外の通信販売,服を着るとき服に付着するのが嫌なので、とれにくく改良を重ねて欲しい。
1361,1,エクスボーテ,素肌っぽく仕上がる,特になし。,ある,その他,色んなものを試してみないと、分からないから。,25-29歳,既婚（子供あり）,パウダリータイプ,ブランド専門のインターネット通信販売,毛穴を目立たせずに、厚くならないのがいい。
1362,1,メイベリン,値段が安く使いやすい,現在使っているのは少し液体が水っぽく塗りにくい,ない,,,30-34歳,既婚（子供あり）,リキッドタイプ,大型スーパー,リキッド・パウダーの両方を使っているが一つできれいになるものがよい。どこのメーカーでもパウダーは少し浮いた感じがするし、リキッドだけではなんとなくべたついた感じがするから。
1363,1,その他,無添加、自然の化粧品,高い、色があまりよくない。,ない,,,35-39歳,既婚（子供あり）,パウダリータイプ,その他,手ごろな値段で、無添加の化粧品を探しています。
1364,1,その他,きれいに塗れる,すぐ落ちてしまう,ない,,,40-49歳,既婚（子供あり）,パウダリータイプ,その他,薄くきれいに塗れて，持続性の有るものを望みます。
1365,1,CHANEL,毛穴が隠せる。のびがよく自然な付け心地。崩れにくい。肌がきれいに見える。,価格が高い。,ない,,,25-29歳,未婚,クリームタイプ,デパート,てかりがもっと抑えられるものが出てくれると嬉しい
